작성일,종목명,종목코드,제목,적정가격,평가의견,작성자,작성기관,기업정보,첨부파일,현재가격
2025-10-28,유니드,014830, 다소 아쉬운 3분기 실적 다소 아쉬운 3분기 실적 다소 아쉬운 3분기 실적 ,"100,000",Buy,"전유진,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=014830&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644252,66900
2025-10-28,POSCO홀딩스,005490, 악재가 다 반영된 주가 악재가 다 반영된 주가 악재가 다 반영된 주가 ,"390,000",Buy,"김윤상,공도연",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005490&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644251,321500
2025-10-28,JYP Ent.,035900, JYP Ent 아침은 온다 JYP Ent 아침은 온다 아침은 온다 ,"100,000",Buy,황지원,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035900&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644250,67800
2025-10-28,한화오션,042660, 3Q25 언제 할지 모르지만 하면 우리가 한다 3Q25 언제 할지 모르지만 하면 우리가 한다 3Q25 언제 할지 모르지만 하면 우리가 한다 ,"167,000",Buy,변용진,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=042660&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644248,125000
2025-10-27,현대위아,011210, 앞으로 나아가는 중 앞으로 나아가는 중 앞으로 나아가는 중 ,"66,000",Buy,이병근,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=011210&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644242,55400
2025-10-27,비에이치아이,083650, 수주확대로 실적개선 가속화 및 원전 낙수효과 가시화 수주확대로 실적개선 가속화 및 원전 낙수효과 가시화 수주확대로 실적개선 가속화 및 원전 낙수효과 가시화 ,0,nr,"이상헌,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=083650&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644240,45350
2025-10-27,포스코인터내셔널,047050, 미국에서 희토류 및 LNG 공급망 확장성 가속화 미국에서 희토류 및 LNG 공급망 확장성 가속화 미국에서 희토류 및 LNG 공급망 확장성 가속화 ,"70,000",Buy,"이상헌,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=047050&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644239,53300
2025-10-24,HD현대일렉트릭,267260, 트럼프도 막지 못한 변압기 트럼프도 막지 못한 변압기 트럼프도 막지 못한 변압기 ,"1,000,000",매수,나민식,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=267260&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644235,815000
2025-10-24,삼성중공업,010140, 컨센서스 소폭 상회 4분기는 더 좋다 컨센서스 소폭 상회 4분기는 더 좋다 컨센서스 소폭 상회 4분기는 더 좋다 ,"32,000",매수,한승한,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010140&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644233,26450
2025-10-24,삼성중공업,010140, 3Q25 Review 송구영신 3Q25 Review 송구영신 3Q25 Review 송구영신 ,"29,000",Buy,이재혁,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010140&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644231,26450
2025-10-24,한미반도체,042700, 3Q25 Preview TCB 장비 1위 지위 강화 전망 3Q25 Preview TCB 장비 1위 지위 강화 전망 3Q25 Preview TCB 장비 1위 지위 강화 전망 ,"180,000",Buy,차용호,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=042700&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644230,123500
2025-10-24,신세계,004170, 3Q25 Preview 면세는 최악 통과 국면 3Q25 Preview 면세는 최악 통과 국면 3Q25 Preview 면세는 최악 통과 국면 ,"240,000",Buy,오린아,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=004170&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644229,232500
2025-10-24,HD현대일렉트릭,267260, 북미시장 대호조 지속 유럽시장 대약진 주목 북미시장 대호조 지속 유럽시장 대약진 주목 북미시장 대호조 지속 유럽시장 대약진 주목 ,"970,000",Buy,성종화,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=267260&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644227,815000
2025-10-24,삼성중공업,010140, 3Q25 항상 기대를 살짝 넘는 편안한 실적 3Q25 항상 기대를 살짝 넘는 편안한 실적 3Q25 항상 기대를 살짝 넘는 편안한 실적 ,"30,000",Buy,변용진,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010140&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644226,26450
2025-10-23,이지바이오,353810, 곡물가도 싸고 축산가도 높고 이 안에 3분기 호실적이 있다 이게 내 결론이다 곡물가도 싸고 축산가도 높고 이 안에 3분기 호실적이 있다 이게 내 결론이다 곡물가도 싸고 축산가도 높고 이 안에 3분기 호실적이 있다 이게 내 결론이다 ,"10,000",Buy,허준서,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=353810&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644225,6000
2025-10-23,두산,000150, 3Q25 Preview 일류 3Q25 Preview 일류 3Q25 Preview 일류 ,"1,000,000",Buy,이주형,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000150&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644223,923000
2025-10-23,LS ELECTRIC,010120, 26년이 기대되는 4가지 이유 26년이 기대되는 4가지 이유 26년이 기대되는 4가지 이유 ,"420,000",매수,나민식,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010120&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644217,506000
2025-10-23,LS ELECTRIC,010120, 배전 호황 강도 강화 초고압변압기 대규모 증설 배전 호황 강도 강화 초고압변압기 대규모 증설 배전 호황 강도 강화 초고압변압기 대규모 증설 ,"430,000",Buy,성종화,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010120&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644215,506000
2025-10-23,SK하이닉스,000660, 3Q25 Preview Cycle 실적 반영은 4Q25부터 3Q25 Preview Cycle 실적 반영은 4Q25부터 3Q25 Preview Cycle 실적 반영은 4Q25부터 ,"610,000",Buy,차용호,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000660&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644213,571000
2025-10-22,한화에어로스페이스,012450, 점점 늘어나는 사거리 점점 늘어나는 사거리 3Q25 Preview 영업이익 컨센서스 부합 전망 수주 모멘텀 확대 구간 사우디 미국 서유럽까지 ,"1,300,000",Buy,이지호,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012450&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644211,916000
2025-10-22,카카오,035720, 하나의 문제 해결 남은 문제 하나 하나의 문제 해결 남은 문제 하나 3Q25 Preview 탑라인은 2분기와 유사 비용은 소폭 증가 하나의 문제 해결 남은 문제 하나가 강한 주가 흐름 재현 여부를 결정 ,"74,000",Buy,이효진,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644210,59100
2025-10-22,선익시스템,171090, 넘쳐나는 먹거리 넘쳐나는 먹거리 3Q25 Preview 불가피한 분기 역성장 넘쳐나는 먹거리 ,"69,000",Buy,양승수,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=171090&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644206,46200
2025-10-22,현대오토에버,307950, 3Q25 Preview 고부가 중심 성장과 그룹 미래 사업 수혜 3Q25 Preview 고부가 중심 성장과 그룹 미래 사업 수혜 3Q 매출 1조원 12 6 YoY 영업이익 597억원 13 8 YoY 전망 차세대 ERP 클라우드 등 고부가 EIT 중심 매출 성장 지속 ,"210,000",Buy,김성래,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=307950&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644203,191800
2025-10-21,현대건설,000720, 딱 실적 추정치 만큼 내려온 주가 딱 실적 추정치 만큼 내려온 주가 3Q25 Preview 영업이익 시장 기대치 44 하회 예상 ,"92,000",Buy,송유림,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644201,61600
2025-10-21,한화시스템,272210, 지상방산과 해양방산 모멘텀을 모두 흡수 지상방산과 해양방산 모멘텀을 모두 흡수 3Q25 Preview 영업이익 시장 기대치 하회 추정 방산 체계 업체들의 수출 확대 직수혜 ,"74,000",Buy,배성조,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=272210&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644200,50500
2025-10-21,삼양식품,003230, 숨 고르기 숨 고르기 기대치를 하회할 3분기 앞선 기대에 대한 속도 조절 필요 ,"1,800,000",Buy,한유정,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=003230&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644199,1401000
2025-10-21,HDC현대산업개발,294870, 가장 높고도 가파를 OPM 개선 가장 높고도 가파를 OPM 개선 3Q25 Preview 영업이익 시장 기대치 하회 예상 비우호적 환경 속 양질의 주택 착공 지속 투자의견 Buy 목표주가 36 000원 유지 ,"36,000",Buy,송유림,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=294870&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644196,19030
2025-10-22,한화에어로스페이스,012450, 3Q25 Preview 다변화되는 제품 포트폴리오 3Q25 Preview 다변화되는 제품 포트폴리오 3Q25 Preview 다변화되는 제품 포트폴리오 ,"1,250,000",Buy,최정환,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012450&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644191,916000
2025-10-22,대한항공,003490, 3Q25 Review 터뷸런스 3Q25 Review 터뷸런스 3Q25 Review 터뷸런스 ,"27,000",Buy,이재혁,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=003490&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644190,21650
2025-10-21,원익IPS,240810, 다시금 주도주의 시간 다시금 주도주의 시간 다시금 주도주의 시간 ,"70,000",매수,이동주,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=240810&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644188,60900
2025-10-21,녹십자,006280, 3Q25 Pre 도약을 위한 준비 컨센 하회 3Q25 Pre 도약을 위한 준비 컨센 하회 3Q25 Pre 도약을 위한 준비 컨센 하회 ,"200,000",매수,이선경,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=006280&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644187,133900
2025-10-21,롯데렌탈,089860, 주식은 쌀 때 사 두는 것 주식은 쌀 때 사 두는 것 주식은 쌀 때 사 두는 것 ,"49,000",매수,"윤혁진,박준형",SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=089860&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644186,33200
2025-10-21,F&F,383220, F F 국내 부진 중국 성장 F F 국내 부진 중국 성장 국내 부진 중국 성장 ,"85,000",매수,형권훈,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=383220&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644185,77700
2025-10-21,휴젤,145020, 주가 하락 아쉽지만 미국 성장 이상 무 주가 하락 아쉽지만 미국 성장 이상 무 주가 하락 아쉽지만 미국 성장 이상 무 ,"400,000",Buy,조은애,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=145020&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644183,233500
2025-10-21,한화시스템,272210, 3Q25 Preview 미래를 위한 투자가 지속되는 구간 3Q25 Preview 미래를 위한 투자가 지속되는 구간 3Q25 Preview 미래를 위한 투자가 지속되는 구간 ,"64,000",Buy,최정환,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=272210&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644180,50500
2025-10-21,하이브,352820, 숫자로 증명할 2026년 숫자로 증명할 2026년 숫자로 증명할 2026년 ,"370,000",Buy,황지원,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=352820&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644179,296000
2025-10-21,CJ제일제당,097950, 3Q25 Preview 3Q25 Preview 3Q25 Preview ,"320,000",Buy,이경신,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=097950&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644177,220000
2025-10-21,CJ프레시웨이,051500, 3Q25 Preview 3Q25 Preview 3Q25 Preview ,"32,000",Buy,이경신,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=051500&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644176,27250
2025-10-20,한전기술,052690, 원전수주 원자력 협정 미국시장 수혜 가시화 원전수주 원자력 협정 미국시장 수혜 가시화 원전수주 원자력 협정 미국시장 수혜 가시화 ,0,nr,"이상헌,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=052690&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644175,91500
2025-10-20,코윈테크,282880, 물류로봇 성장성 가속화로 밸류에이션 리레이팅 물류로봇 성장성 가속화로 밸류에이션 리레이팅 물류로봇 성장성 가속화로 밸류에이션 리레이팅 ,0,nr,"이상헌,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=282880&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644174,15150
2025-10-20,한라캐스트,125490, 로봇 자율주행 등 경량화로 성장성 가속화 로봇 자율주행 등 경량화로 성장성 가속화 로봇 자율주행 등 경량화로 성장성 가속화 ,0,nr,"이상헌,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=125490&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644173,9790
2025-10-20,엠앤씨솔루션,484870, K 방산공급망의핵심 K 방산공급망의핵심 K 방산공급망의핵심 ,0,nr,변용진,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=484870&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644172,150800
2025-10-20,삼양컴텍,484590, 가파른성장세의방탄 방호솔루션기업 가파른성장세의방탄 방호솔루션기업 가파른성장세의방탄 방호솔루션기업 ,0,nr,변용진,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=484590&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644171,11990
2025-10-20,현대건설,000720, 혼조의 실적으로 주가 하락 결국 인정받을 가치 혼조의 실적으로 주가 하락 결국 인정받을 가치 혼조의 실적으로 주가 하락 결국 인정받을 가치 ,"90,000",Buy,배세호,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644170,61600
2025-10-20,한화에어로스페이스,012450, 전차빼고다하는지상무기의산실 전차빼고다하는지상무기의산실 전차빼고다하는지상무기의산실 ,"1,360,000",Buy,변용진,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012450&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644169,916000
2025-10-20,쎄트렉아이,099320, 3Q25 Preview 높아진 눈높이는 실적으로 채워나갈 것 3Q25 Preview 높아진 눈높이는 실적으로 채워나갈 것 3Q25 Preview 높아진 눈높이는 실적으로 채워나갈 것 ,"67,000",Hold,최정환,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=099320&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644167,57300
2025-10-20,LG전자,066570, 인도에서도 가전은 역시 LG 인도에서도 가전은 역시 LG 인도에서도 가전은 역시 LG ,0,N/A,이주형,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=066570&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644163,87300
2025-10-17,넷마블,251270, 무난한 실적 다가올 기회 무난한 실적 다가올 기회 무난한 실적 다가올 기회 ,"79,000",매수,남효지,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=251270&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644149,52300
2025-10-17,파마리서치,214450, 우려보다 나쁘지 않은 비수기 다가오는 성수기 우려보다 나쁘지 않은 비수기 다가오는 성수기 우려보다 나쁘지 않은 비수기 다가오는 성수기 ,"800,000",Buy,조은애,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=214450&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644146,477000
2025-10-17,SK하이닉스,000660, 적어도 1H26까지는 업황 강세 예상 적어도 1H26까지는 업황 강세 예상 적어도 1H26까지는 업황 강세 예상 ,"530,000",N/A,송명섭,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000660&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644142,571000
2025-10-17,티움바이오,321550, NDR 후기 미리 메리골릭스마스 NDR 후기 미리 메리골릭스마스 NDR 후기 미리 메리골릭스마스 ,0,nr,정재원,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=321550&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644141,6680
2025-10-16,엔씨소프트,036570, 1년 중 엔씨에게 가장 중요한 한 달 1년 중 엔씨에게 가장 중요한 한 달 1년 중 엔씨에게 가장 중요한 한 달 ,"300,000",매수,남효지,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=036570&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644135,187000
2025-10-16,리노공업,058470, 3Q25 Preview 기대치 이상의 실적 전망 3Q25 Preview 기대치 이상의 실적 전망 3Q25 Preview 기대치 이상의 실적 전망 ,"70,000",Buy,정홍식,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=058470&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644133,58100
2025-10-15,현대글로비스,086280, 입항 수수료 부과 우려 과도 입항 수수료 부과 우려 과도 미국 입항 수수료 이슈 점검 China Boost 실적 성장은 계속된다 ,"250,000",Buy,김준성,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=086280&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644129,163100
2025-10-15,한미약품,128940, 3Q25 Pre 서서히 다가오는 임상 모멘텀 3Q25 Pre 서서히 다가오는 임상 모멘텀 3Q25 Preview 투자의견 Buy 적정주가 42만원 상향 ,"420,000",Buy,김준영,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=128940&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644128,456500
2025-10-15,하이브,352820, 성장을 위한 선제적 포석 성장을 위한 선제적 포석 3Q25 Preview 시장 컨센서스 하회 전망 성장을 위한 선제적 비용 투자 ,"370,000",Buy,김민영,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=352820&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644127,296000
2025-10-15,와이지엔터테인먼트,122870, 명불허전 명불허전 3Q25 Preview 시장 컨센서스 상회 전망 명불허전 Mega IP ,"130,000",Buy,김민영,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=122870&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644123,62500
2025-10-15,에스엠,041510, 꾸준한 본업 성장 꾸준한 본업 성장 3Q25 Preview 시장 컨센서스 부합 전망 꾸준한 본업 성장 ,"180,000",Buy,김민영,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=041510&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644122,105700
2025-10-15,KT&G,033780, KT G 탐방 Comment KT G 탐방 Comment 담배 부문 건기식 부문 부동산 부문 ,0,N/A,김정욱,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=033780&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644119,141800
2025-10-15,JYP Ent.,035900, JYP Ent 든든한 고연차 확장되는 IP 파이프라인 JYP Ent 든든한 고연차 확장되는 IP 파이프라인 3Q25 Preview 시장 컨센서스 부합 전망 든든한 고연차 확장되는 IP 파이프라인 ,"98,000",Buy,김민영,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035900&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644118,67800
2025-10-15,대한광통신,010170, 중소형 독점 방산 업체로 리레이팅될 전망 중소형 독점 방산 업체로 리레이팅될 전망 중소형 독점 방산 업체로 리레이팅될 전망 ,"2,150",매수,허선재,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010170&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644116,2060
2025-10-15,클래시스,214150, 주가 하락 아쉽지만 계단식 성장 이상 무 주가 하락 아쉽지만 계단식 성장 이상 무 주가 하락 아쉽지만 계단식 성장 이상 무 ,"65,000",Buy,조은애,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=214150&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644114,56100
2025-10-15,삼성전자,005930, 4Q25 영업이익 12 9조원으로 추가 개선 전망 4Q25 영업이익 12 9조원으로 추가 개선 전망 4Q25 영업이익 12 9조원으로 추가 개선 전망 ,"110,000",Buy,송명섭,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005930&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644113,100600
2025-10-14,심플랫폼,444530, 흑자전환을 목전에 둔 산업용 AIoT 플랫폼 기업 흑자전환을 목전에 둔 산업용 AIoT 플랫폼 기업 흑자전환을 목전에 둔 산업용 AIoT 플랫폼 기업 ,0,투자의견없음,"이새롬,권지승",한국IR협의회,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=444530&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644112,8100
2025-10-14,알피바이오,314140, 제형 혁신과 개별인정형 원료 확장 제형 혁신과 개별인정형 원료 확장 제형 혁신과 개별인정형 원료 확장 ,0,투자의견없음,"채윤석,정수현",한국IR협의회,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=314140&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644111,7610
2025-10-14,루켄테크놀러지스,162120, 반도체 테스트 소켓 및 프로브 카드 공급사 반도체 테스트 소켓 및 프로브 카드 공급사 반도체 테스트 소켓 및 프로브 카드 공급사 ,0,투자의견없음,"김경민,권지승",한국IR협의회,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=162120&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644110,3085
2025-10-14,KT&G,033780, KT G 3분기도 호실적 KT G 3분기도 호실적 3분기도 호실적 ,"180,000",Buy,한유정,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=033780&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644109,141800
2025-10-14,LG에너지솔루션,373220, 3Q25 잠정실적 코멘트 기대와 우려가 공존하는 구간 3Q25 잠정실적 코멘트 기대와 우려가 공존하는 구간 3Q25 잠정실적 코멘트 기대와 우려가 공존하는 구간 ,"360,000",Buy,이용욱,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=373220&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644108,441000
2025-10-14,파라다이스,034230, 3분기 호실적 10월 중국인 VIP 이벤트 3분기 호실적 10월 중국인 VIP 이벤트 3분기 호실적 10월 중국인 VIP 이벤트 ,"26,000",Buy,박수영,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=034230&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644106,18400
2025-10-14,이노와이어리스,073490, The change has begun The change has begun The change has begun ,0,NotRated,"권명준,서석준",유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=073490&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644102,22350
2025-10-14,에이치시티,072990, 꼭 필요한 기업 꼭 필요한 기업 꼭 필요한 기업 ,0,NotRated,"권명준,서석준",유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=072990&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644101,13300
2025-10-14,대한전선,001440, 4Q부터 구조적 개선 진입 4Q부터 구조적 개선 진입 4Q부터 구조적 개선 진입 ,"21,000",Buy,손현정,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=001440&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644100,24100
2025-10-14,일진전기,103590, 변압기 증설효과 진행 중 변압기 증설효과 진행 중 변압기 증설효과 진행 중 ,"47,000",Buy,손현정,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=103590&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644099,57100
2025-10-14,산일전기,062040, 흔들릴 이유가 없다 흔들릴 이유가 없다 흔들릴 이유가 없다 ,"160,000",Buy,손현정,유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=062040&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644098,139200
2025-10-14,LS ELECTRIC,010120, 2026년 구조적 성장 가시화 2026년 구조적 성장 가시화 2026년 구조적 성장 가시화 ,"360,000",Buy,손현정,유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010120&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644097,506000
2025-10-14,효성중공업,298040, 여전히 확신의 영역 여전히 확신의 영역 여전히 확신의 영역 ,"1,860,000",Buy,손현정,유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=298040&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644096,2020000
2025-10-14,HD현대일렉트릭,267260, 프리미엄 정당화 시기 프리미엄 정당화 시기 프리미엄 정당화 시기 ,"770,000",Buy,손현정,유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=267260&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644095,815000
2025-10-14,삼성전자,005930, 3Q25P 업사이클 훈풍 속 갤럭시 후광 3Q25P 업사이클 훈풍 속 갤럭시 후광 3Q25P 업사이클 훈풍 속 갤럭시 후광 ,0,투자의견없음,"김선우,우서현",메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005930&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644093,100600
2025-10-14,디어유,376300, 천천히 나아가는 중 천천히 나아가는 중 천천히 나아가는 중 ,"53,000",Buy,김민영,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=376300&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644087,32850
