작성일,종목명,종목코드,제목,적정가격,평가의견,작성자,작성기관,기업정보,첨부파일,현재가격
2025-11-06,현대이지웰,090850, 긍정적인 면에 주목 긍정적인 면에 주목 긍정적인 면에 주목 ,0,NotRated,"권명준,서석준",유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=090850&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644540,4990
2025-11-06,NAVER,035420, AI를 통한 성장성 제고 AI를 통한 성장성 제고 AI를 통한 성장성 제고 ,"360,000",Buy,이창영,유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035420&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644539,257000
2025-11-06,LG유플러스,032640, 일회성을 걷어내면 보이는 옥석 일회성을 걷어내면 보이는 옥석 일회성을 걷어내면 보이는 옥석 ,"18,000",Buy,이승웅,유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=032640&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644538,15780
2025-11-06,산일전기,062040, 쇼크처럼 보이지만 서프입니다 쇼크처럼 보이지만 서프입니다 쇼크처럼 보이지만 서프입니다 ,"200,000",Buy,"손현정,김고은",유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=062040&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644537,139200
2025-11-06,한국항공우주,047810, 3Q25 Review 예정된 부진 예고된 성장 3Q25 Review 예정된 부진 예고된 성장 3Q25 Review 예정된 부진 예고된 성장 ,"135,000",Buy,백종민,유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=047810&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644536,107300
2025-11-06,SKC,011790, 2026년 동박 vs 글라스기판 혼조 국면 2026년 동박 vs 글라스기판 혼조 국면 2026년 동박 vs 글라스기판 혼조 국면 ,"120,000",Hold,"황규원,서석준",유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=011790&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644535,112800
2025-11-06,현대백화점,069960, 3Q25 Review 발목 잡으려는 지누스를 뿌리치는 백화점 3Q25 Review 발목 잡으려는 지누스를 뿌리치는 백화점 3Q25 Review 발목 잡으려는 지누스를 뿌리치는 백화점 ,"110,000",Buy,"이진협,김나우",한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=069960&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644532,93600
2025-11-06,카카오뱅크,323410, 평가손익 부진의 영향 평가손익 부진의 영향 평가손익 부진의 영향 ,"25,000",Hold,김도하,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=323410&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644530,21450
2025-11-06,에스엠,041510, 또다시 변화가 필요한 시점 또다시 변화가 필요한 시점 또다시 변화가 필요한 시점 ,"150,000",Buy,박수영,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=041510&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644528,105700
2025-11-06,에스엠,041510, 또다시 변화가 필요한 시점 또다시 변화가 필요한 시점 또다시 변화가 필요한 시점 ,"150,000",Buy,박수영,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=041510&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644527,105700
2025-11-06,한화솔루션,009830, 또다시 실망스러운 가이던스 또다시 실망스러운 가이던스 또다시 실망스러운 가이던스 ,"33,000",Buy,이용욱,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=009830&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644526,27550
2025-11-06,켄코아에어로스페이스,274090, 숨고르기에 들어간 PTF 성장세를 이어가는 미국 숨고르기에 들어간 PTF 성장세를 이어가는 미국 숨고르기에 들어간 PTF 성장세를 이어가는 미국 ,0,투자의견없음,"이원재,이희경",한국IR협의회,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=274090&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644525,10580
2025-11-06,카카오게임즈,293490, 또 다시 기다림 또 다시 기다림 또 다시 기다림 ,"18,000",중립,남효지,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=293490&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644523,15960
2025-11-06,SK바이오팜,326030, 3Q25 Review 영업이익 컨센 51 상회 3Q25 Review 영업이익 컨센 51 상회 3Q25 Review 영업이익 컨센 51 상회 ,"160,000",매수,이선경,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=326030&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644522,126300
2025-11-06,NAVER,035420, 네이버에 AI가 스며들면 생기는 일 네이버에 AI가 스며들면 생기는 일 네이버에 AI가 스며들면 생기는 일 ,"360,000",매수,남효지,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035420&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644521,257000
2025-11-06,롯데렌탈,089860, 성장 궤도 진입 성장 궤도 진입 성장 궤도 진입 ,"39,000",Buy,이병근,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=089860&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644519,33200
2025-11-06,카카오뱅크,323410, 성장성과 수익성 모멘텀 약세 구간 성장성과 수익성 모멘텀 약세 구간 성장성과 수익성 모멘텀 약세 구간 ,"29,000",Buy,전배승,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=323410&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644518,21450
2025-11-06,DB하이텍,000990, 3Q25 Preview P의 상승을 기다리며 3Q25 Preview P의 상승을 기다리며 3Q25 Preview P의 상승을 기다리며 ,"76,000",Buy,차용호,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000990&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644517,66400
2025-11-06,현대백화점,069960, 3Q25 Review 빛나는 백화점 실적 3Q25 Review 빛나는 백화점 실적 3Q25 Review 빛나는 백화점 실적 ,"110,000",Buy,오린아,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=069960&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644516,93600
2025-11-06,산일전기,062040, 3Q25 Shock No Surprise 3Q25 Shock No Surprise 3Q25 Shock No Surprise ,"215,000",Buy,성종화,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=062040&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644515,139200
2025-11-06,유한양행,000100, 3Q25 Review 레이저티닙 성장 본격화 기대 3Q25 Review 레이저티닙 성장 본격화 기대 3Q25 Review 레이저티닙 성장 본격화 기대 ,"160,000",Buy,신지훈,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000100&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644514,118700
2025-11-06,에스엠,041510, 콘서트 매출이 성장 견인 콘서트 매출이 성장 견인 콘서트 매출이 성장 견인 ,"150,000",Buy,박성호,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=041510&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644513,105700
2025-11-06,뷰웍스,100120, 3Q25 Review 회복은 천천히 3Q25 Review 회복은 천천히 3Q25 Review 회복은 천천히 ,"25,000",Buy,정홍식,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=100120&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644512,19290
2025-11-06,뷰웍스,100120, 3Q25 Review 회복은 천천히 3Q25 Review 회복은 천천히 3Q25 Review 회복은 천천히 ,"25,000",Buy,정홍식,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=100120&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644511,19290
2025-11-06,현대건설,000720, NDR 후기 중장기 성장 포텐셜에 주목 NDR 후기 중장기 성장 포텐셜에 주목 NDR 후기 중장기 성장 포텐셜에 주목 ,"94,000",Buy,김세련,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644510,61600
2025-11-06,유한양행,000100, 숨고른 실적 달려나가는 R D 숨고른 실적 달려나가는 R D 숨고른 실적 달려나가는 R D ,"150,000",Buy,정재원,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000100&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644509,118700
2025-11-06,에스엠,041510, 실적은 좋은데 실적은 좋은데 실적은 좋은데 ,"178,000",Buy,황지원,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=041510&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644508,105700
2025-11-06,비에이치,090460, 폴더블 아이폰으로의 시선 변화 기대 폴더블 아이폰으로의 시선 변화 기대 폴더블 아이폰으로의 시선 변화 기대 ,"20,000",Buy,고의영,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=090460&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644507,16610
2025-11-06,한화솔루션,009830, 25년에 이어 26년도 눈높이 하향 조정 필요 25년에 이어 26년도 눈높이 하향 조정 필요 25년에 이어 26년도 눈높이 하향 조정 필요 ,"32,000",Hold,"전유진,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=009830&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644506,27550
2025-11-05,디어유,376300, 속도의 문제 속도의 문제 3Q25 Review 영업이익 기대치 소폭 하회 점진적 우상향 방향은 맞고 단지 속도의 문제 ,"50,000",Buy,박수영,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=376300&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644504,32850
2025-11-05,강원랜드,035250, 3Q25 Review 영업이익 컨센서스 하회 3Q25 Review 영업이익 컨센서스 하회 3Q25 Review 영업이익 컨센서스 하회 ,"22,000",Buy,박수영,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035250&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644503,17630
2025-11-05,호텔신라,008770, 3Q25 Review 3Q25 Review TR 부문 호텔 레저 부문 ,0,N/A,김정욱,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=008770&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644502,48500
2025-11-05,크래프톤,259960, 예상대로 좋았던 PC 아쉬운 모바일 예상대로 좋았던 PC 아쉬운 모바일 3Q25 Review PC 좋았지만 모바일 하회 주가의 반전 위해서는 ,"510,000",Buy,이효진,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=259960&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644501,253000
2025-11-05,셀트리온,068270, 오픈 이노베이션을 통한 신약 개발 의지 확인 오픈 이노베이션을 통한 신약 개발 의지 확인 3Q25 Review FDA의 바이오시밀러 개발 절차 간소화 가이드라인 발표 ,"250,000",Buy,김준영,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=068270&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644497,186800
2025-11-05,크래프톤,259960, 신작 출시 전까진 PUBG 트래픽 매출이 관건 신작 출시 전까진 PUBG 트래픽 매출이 관건 신작 출시 전까진 PUBG 트래픽 매출이 관건 ,"380,000",매수,남효지,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=259960&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644493,253000
2025-11-05,한화에어로스페이스,012450, 3Q25 Review 유도탄이 쏘아올린 서프라이즈 3Q25 Review 유도탄이 쏘아올린 서프라이즈 3Q25 Review 유도탄이 쏘아올린 서프라이즈 ,"1,250,000",Buy,최정환,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012450&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644491,916000
2025-11-05,롯데웰푸드,280360, 판매량 반등에 따른 실적 개선 판매량 반등에 따른 실적 개선 판매량 반등에 따른 실적 개선 ,"145,000",Buy,박성호,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=280360&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644490,123700
2025-11-05,에코프로비엠,247540, 3분기 영업이익 쪼개 보기 3분기 영업이익 쪼개 보기 3분기 영업이익 쪼개 보기 ,0,NotRated,정경희,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=247540&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644489,145200
2025-11-05,LX하우시스,108670, 원재료 가격 안정화 효과 확인 원재료 가격 안정화 효과 확인 원재료 가격 안정화 효과 확인 ,"30,000",Hold,김세련,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=108670&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644488,30600
2025-11-05,휴젤,145020, 분기 실적 아쉽지만 주가는 이미 바닥 분기 실적 아쉽지만 주가는 이미 바닥 분기 실적 아쉽지만 주가는 이미 바닥 ,"360,000",Buy,조은애,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=145020&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644487,233500
2025-11-05,셀트리온,068270, 3Q25 Review 수익성 개선 흐름 지속 3Q25 Review 수익성 개선 흐름 지속 3Q25 Review 수익성 개선 흐름 지속 ,"230,000",Buy,신지훈,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=068270&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644486,186800
2025-11-05,GS건설,006360, 플랜트 신사업이 이끈 호실적 플랜트 신사업이 이끈 호실적 플랜트 신사업이 이끈 호실적 ,"27,000",Buy,김세련,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=006360&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644485,19110
2025-11-05,세아베스틸지주,001430, 반덤핑 관세 효과를 기대한다 반덤핑 관세 효과를 기대한다 반덤핑 관세 효과를 기대한다 ,"34,000",Buy,"김윤상,공도연",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=001430&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644483,26850
2025-11-05,대덕전자,353200, AI 메모리 수혜 가시화 AI 메모리 수혜 가시화 AI 메모리 수혜 가시화 ,"50,000",Buy,고의영,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=353200&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644482,51400
2025-11-05,GS건설,006360, 수익성은 안정 추세 외형 반등 위한 수주 필요 수익성은 안정 추세 외형 반등 위한 수주 필요 수익성은 안정 추세 외형 반등 위한 수주 필요 ,"24,000",Buy,배세호,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=006360&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644481,19110
2025-11-05,디어유,376300, 속도보다 방향 속도보다 방향 속도보다 방향 ,"53,000",Buy,황지원,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=376300&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644480,32850
2025-11-04,GS건설,006360, 3Q25 Review 새로워진 마진을 눈으로 확인 3Q25 Review 새로워진 마진을 눈으로 확인 3Q25 Review 새로워진 마진을 눈으로 확인 ,"26,000",Buy,문경원,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=006360&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644478,19110
2025-11-04,현대로템,064350, 전 세계로 뻗어나가는 K2 전 세계로 뻗어나가는 K2 전 세계로 뻗어나가는 K2 ,"280,000",Buy,이태환,대신증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=064350&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644472,190000
2025-11-04,SK바이오사이언스,302440, 수익성 회복세 지속 PCV21가 임상 순항중 수익성 회복세 지속 PCV21가 임상 순항중 수익성 회복세 지속 PCV21가 임상 순항중 ,"55,000",marketperform,이희영,대신증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=302440&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644471,52400
2025-11-04,팬오션,028670, 운영선대 축소로 실적 예상 하회 운영선대 축소로 실적 예상 하회 운영선대 축소로 실적 예상 하회 ,"5,500",Buy,양지환,대신증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=028670&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644470,3800
2025-11-04,HD현대,267250, 분기 사상 최대 실적 시현 분기 사상 최대 실적 시현 분기 사상 최대 실적 시현 ,"260,000",Buy,양지환,대신증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=267250&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644469,213500
2025-11-04,현대차,005380, 미국 전기차 시장 급랭과 기아의 판매 선방 미국 전기차 시장 급랭과 기아의 판매 선방 미국 전기차 시장 급랭과 기아의 판매 선방 ,0,투자의견없음,윤혁진,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005380&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644467,262000
2025-11-04,HD현대중공업,329180, MASGA는 아직 시작도 안 했다 MASGA는 아직 시작도 안 했다 MASGA는 아직 시작도 안 했다 ,"770,000",매수,한승한,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=329180&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644466,583000
2025-11-04,이녹스첨단소재,272290, 기다림의 시간 기다림의 시간 기다림의 시간 ,"34,000",매수,권민규,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=272290&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644463,23300
2025-11-04,HD현대마린엔진,071970, 부품도 본격적인 성장 궤도에 진입 부품도 본격적인 성장 궤도에 진입 부품도 본격적인 성장 궤도에 진입 ,"115,000",매수,한승한,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=071970&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644461,81200
2025-11-04,HD현대미포,010620, 미포야 그동안 정말 수고 많았어 미포야 그동안 정말 수고 많았어 미포야 그동안 정말 수고 많았어 ,"320,000",매수,한승한,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010620&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644460,232500
2025-11-04,S-Oil,010950, S Oil 등 경유 크랙 급등 정제마진 회복세 본격화 S Oil 등 경유 크랙 급등 정제마진 회복세 본격화 등 경유 크랙 급등 정제마진 회복세 본격화 ,"92,000",매수,이동욱,IBK투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010950&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644459,89400
2025-11-04,SK가스,018670, 발전사업부문 영업이익률 30 상회 발전사업부문 영업이익률 30 상회 발전사업부문 영업이익률 30 상회 ,"340,000",매수,이동욱,IBK투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=018670&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644458,268000
2025-11-04,GS피앤엘,499790, 3분기 웨스틴 영향을 감안해서 보자 3분기 웨스틴 영향을 감안해서 보자 3분기 웨스틴 영향을 감안해서 보자 ,0,투자의견없음,남성현,IBK투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=499790&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644452,53600
2025-11-04,SK가스,018670, LNG 밸류체인에서 종횡적 확장이 가장 기대되는 업체 LNG 밸류체인에서 종횡적 확장이 가장 기대되는 업체 LNG 밸류체인에서 종횡적 확장이 가장 기대되는 업체 ,"340,000",Buy,"전유진,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=018670&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644450,268000
2025-11-04,현대로템,064350, 3Q25 폴란드는 주춧돌일 뿐 3Q25 폴란드는 주춧돌일 뿐 3Q25 폴란드는 주춧돌일 뿐 ,"340,000",Buy,변용진,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=064350&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644449,190000
2025-11-04,한화에어로스페이스,012450, 3Q25 서프라이즈는 계속 편히 가져가자 3Q25 서프라이즈는 계속 편히 가져가자 3Q25 서프라이즈는 계속 편히 가져가자 ,"1,380,000",Buy,변용진,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012450&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644448,916000
2025-11-04,S-Oil,010950, S Oil 정제마진 강세 vs 유가 약세 사이의 고민 S Oil 정제마진 강세 vs 유가 약세 사이의 고민 정제마진 강세 vs 유가 약세 사이의 고민 ,"90,000",Buy,"전유진,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010950&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644447,89400
2025-11-04,HD현대,267250, 3분기 정유까지 흑자전환 사상최대 실적 3분기 정유까지 흑자전환 사상최대 실적 3분기 정유까지 흑자전환 사상최대 실적 ,"309,000",Buy,정경희,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=267250&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644446,213500
2025-11-04,대교,019680, 3Q25 Review 그래도 눈높이는 선방 3Q25 Review 그래도 눈높이는 선방 3Q25 Review 그래도 눈높이는 선방 ,"2,000",Hold,정홍식,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=019680&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644445,1984
2025-11-04,현대로템,064350, 3Q25 Review 폴란드 1차에 곁들여진 2차 매출 3Q25 Review 폴란드 1차에 곁들여진 2차 매출 3Q25 Review 폴란드 1차에 곁들여진 2차 매출 ,"290,000",Buy,최정환,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=064350&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644443,190000
2025-11-04,팬오션,028670, 3Q25 Review 효자가 되어가는 LNG 3Q25 Review 효자가 되어가는 LNG 3Q25 Review 효자가 되어가는 LNG ,"5,000",Buy,이재혁,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=028670&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644442,3800
2025-11-04,한솔제지,213500, 3Q25P Review 4분기 단가 인상 기대 3Q25P Review 4분기 단가 인상 기대 3Q25P Review 4분기 단가 인상 기대 ,"11,000",Buy,박종선,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=213500&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644440,8420
2025-11-04,한화에어로스페이스,012450, 높아진 기저에도 선방한 실적 높아진 기저에도 선방한 실적 높아진 기저에도 선방한 실적 ,"1,280,000",Buy,양승윤,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012450&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644439,916000
2025-11-04,S-Oil,010950, S Oil 호황을 반영하지 못하고 있는 주가 S Oil 호황을 반영하지 못하고 있는 주가 호황을 반영하지 못하고 있는 주가 ,"90,000",Buy,황성현,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010950&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644438,89400
2025-11-04,녹십자,006280, 3Q25P Review 중장기 관점에서 투자 권유 3Q25P Review 중장기 관점에서 투자 권유 3Q25P Review 중장기 관점에서 투자 권유 ,"200,000",Buy,권해순,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=006280&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644437,133900
2025-11-04,현대로템,064350, 더해지는 자신감 더해지는 자신감 더해지는 자신감 ,"30,000",Buy,양승윤,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=064350&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644435,190000
2025-11-03,현대건설,000720, 내려간 실적 기대감만큼 올라간 원전 기대감 내려간 실적 기대감만큼 올라간 원전 기대감 내려간 실적 기대감만큼 올라간 원전 기대감 ,"90,000",Buy,배세호,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644433,61600
2025-11-03,한화시스템,272210, 3Q25 필리 조선소와 단독수출의 밝은 미래 3Q25 필리 조선소와 단독수출의 밝은 미래 3Q25 필리 조선소와 단독수출의 밝은 미래 ,"76,000",Buy,변용진,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=272210&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644430,50500
2025-11-03,풍산,103140, 더 강한 모멘텀이 필요하다 더 강한 모멘텀이 필요하다 더 강한 모멘텀이 필요하다 ,"125,000",Hold,"김윤상,공도연",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=103140&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644429,99600
2025-11-03,LG전자,066570, 가장 큰 고비를 넘긴 듯 가장 큰 고비를 넘긴 듯 가장 큰 고비를 넘긴 듯 ,"110,000",Buy,고의영,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=066570&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644428,87300
2025-11-03,SK이노베이션,096770, 미국 ESS 진출은 고무적 그러나 아쉬운 규모 미국 ESS 진출은 고무적 그러나 아쉬운 규모 미국 ESS 진출은 고무적 그러나 아쉬운 규모 ,"148,000",Hold,"전유진,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=096770&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644426,116900
2025-11-03,제이브이엠,054950, 내년부터 북미 진출 본격화 될 듯 내년부터 북미 진출 본격화 될 듯 내년부터 북미 진출 본격화 될 듯 ,"35,000",Buy,"이상헌,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=054950&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644425,25550
2025-11-03,삼성물산,028260, 원전 바이오 지배구조로 밸류 성장성 가속화 원전 바이오 지배구조로 밸류 성장성 가속화 원전 바이오 지배구조로 밸류 성장성 가속화 ,"285,000",Buy,"이상헌,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=028260&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644424,224000
2025-11-03,삼성에스디에스,018260, AI 데이터센터 활용 가능성 UP 성장성 UP AI 데이터센터 활용 가능성 UP 성장성 UP AI 데이터센터 활용 가능성 UP 성장성 UP ,"220,000",N/A,"이상헌,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=018260&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644423,168400
2025-11-03,LG화학,051910, 26년 실적 개선과 LGES 지분 추가 활용에 주목 26년 실적 개선과 LGES 지분 추가 활용에 주목 26년 실적 개선과 LGES 지분 추가 활용에 주목 ,"500,000",Buy,"전유진,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=051910&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644422,388500
