작성일,종목명,종목코드,제목,적정가격,현재가격,기대수익률,평가의견,작성자,작성기관,기업정보,첨부파일
2025-11-03,한화시스템,272210, 3Q25 Review 견고한 본업 필리조선소 적자 지속 3Q25 Review 견고한 본업 필리조선소 적자 지속 3Q25 Review 견고한 본업 필리조선소 적자 지속 ,"69,000",48600,41.98,Buy,최정환,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=272210&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644410
2025-11-03,현대모비스,012330, 안정적인 수익성에 신사업을 더해서 안정적인 수익성에 신사업을 더해서 안정적인 수익성에 신사업을 더해서 ,"380,000",296000,28.38,Buy,이병근,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012330&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644409
2025-11-03,효성중공업,298040, 2개 분기 연속 Super Surprise 2개 분기 연속 Super Surprise 2개 분기 연속 Super Surprise ,"2,820,000",1910000,47.64,Buy,성종화,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=298040&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644407
2025-11-03,현대건설,000720, 실적의 그늘을 비추는 원전의 빛 실적의 그늘을 비추는 원전의 빛 실적의 그늘을 비추는 원전의 빛 ,"94,000",59300,58.52,Buy,김세련,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644406
2025-11-03,현대모비스,012330, 안정적인 수익력을 보여주는 실적 안정적인 수익력을 보여주는 실적 안정적인 수익력을 보여주는 실적 ,"390,000",296000,31.76,매수,윤혁진,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012330&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644397
2025-11-03,효성중공업,298040, 중공업 사업부 실적개선 이어진다 중공업 사업부 실적개선 이어진다 중공업 사업부 실적개선 이어진다 ,"2,500,000",1910000,30.89,매수,나민식,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=298040&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644395
2025-10-31,한미약품,128940, 아쉬운 실적 풍부한 모멘텀 아쉬운 실적 풍부한 모멘텀 아쉬운 실적 풍부한 모멘텀 ,"460,000",445500,3.25,Buy,정재원,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=128940&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644394
2025-10-31,삼성전자,005930, HBM4 인증 통과 시 경쟁사 대비 큰 폭의 실적 개선 가능 HBM4 인증 통과 시 경쟁사 대비 큰 폭의 실적 개선 가능 HBM4 인증 통과 시 경쟁사 대비 큰 폭의 실적 개선 가능 ,"135,000",94800,42.41,Buy,송명섭,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005930&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644393
2025-10-31,LG이노텍,011070, 아직도 PBR 1 0배 미만 아직도 PBR 1 0배 미만 아직도 PBR 1 0배 미만 ,"275,000",231000,19.05,Buy,고의영,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=011070&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644392
2025-10-31,현대글로비스,086280, 3Q25 Review 불확실성 해소 구간 3Q25 Review 불확실성 해소 구간 3Q25 Review 불확실성 해소 구간 ,"200,000",160300,24.77,Buy,배세호,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=086280&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644391
2025-10-31,현대글로비스,086280, 3Q25 Review 불확실성 해소 구간 3Q25 Review 불확실성 해소 구간 3Q25 Review 불확실성 해소 구간 ,"200,000",160300,24.77,Buy,배세호,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=086280&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644390
2025-10-31,LG디스플레이,034220, 2026년 OLED 중심의 실적 개선 지속 전망 2026년 OLED 중심의 실적 개선 지속 전망 2026년 OLED 중심의 실적 개선 지속 전망 ,"18,000",12150,48.15,Buy,정원석,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=034220&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644388
2025-10-31,LG에너지솔루션,373220, EV 배터리 수요 둔화 Vs ESS 수요 급증 EV 배터리 수요 둔화 Vs ESS 수요 급증 EV 배터리 수요 둔화 Vs ESS 수요 급증 ,"600,000",425500,41.01,Buy,정원석,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=373220&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644387
2025-10-31,현대차,005380, 3Q25 Review 관세 15 타결과 신차 사이클 도래 3Q25 Review 관세 15 타결과 신차 사이클 도래 3Q25 매출액 시장 기대치 부합 영업이익 순이익은 상회 관세 15 타결에 따라 26년 2Q 기점으로 실적 턴어라운드 전망 ,"305,000",259500,17.53,Buy,김성래,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005380&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644380
2025-10-31,현대글로비스,086280, 3Q25 Review 이익 개선 지속 입항 수수료 부과 우려 부각 3Q25 Review 이익 개선 지속 입항 수수료 부과 우려 부각 3Q25 매출액 시장 기대치 하회 영업이익 순이익은 기대치 부합 해운 이익 개선 상황에서 미국 입항 수수료가 새로운 화두로 부각 ,"200,000",160300,24.77,Buy,김성래,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=086280&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644378
2025-10-31,LG에너지솔루션,373220, 2년만에 수주잔고 반등 2년만에 수주잔고 반등 3분기 보상금 및 ESS Tesla 수요 호조로 호실적 기록 4분기 단기 실적 악화 불가피 ,"570,000",425500,33.96,Buy,이용욱,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=373220&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644374
2025-10-31,LS,006260, 우호적 업황과 보유 자사주 가치 우호적 업황과 보유 자사주 가치 우호적 업황과 보유 자사주 가치 ,"255,000",182200,39.96,매수,최관순,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=006260&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644366
2025-10-31,삼성물산,028260, 저평가된 자산가치와 자체사업 턴어라운드 저평가된 자산가치와 자체사업 턴어라운드 저평가된 자산가치와 자체사업 턴어라운드 ,"280,000",216000,29.63,매수,최관순,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=028260&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644364
2025-10-31,현대차,005380, 26년 신차 골드 사이클과 미국 시장 재편에 준비해야 할 때 26년 신차 골드 사이클과 미국 시장 재편에 준비해야 할 때 26년 신차 골드 사이클과 미국 시장 재편에 준비해야 할 때 ,"330,000",259500,27.17,매수,윤혁진,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005380&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644360
2025-10-31,LG이노텍,011070, 견조한 실적 흐름 AI 성장동력 필요 견조한 실적 흐름 AI 성장동력 필요 견조한 실적 흐름 AI 성장동력 필요 ,"305,000",231000,32.03,매수,박형우,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=011070&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644358
2025-10-31,LG디스플레이,034220, 예전의 그런 기업 아닙니다 예전의 그런 기업 아닙니다 예전의 그런 기업 아닙니다 ,"16,500",12150,35.8,매수,권민규,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=034220&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644357
2025-10-31,LG에너지솔루션,373220, ESS로 가려지지 않는 북미 EV 쇼크 ESS로 가려지지 않는 북미 EV 쇼크 ESS로 가려지지 않는 북미 EV 쇼크 ,"565,000",425500,32.78,매수,박형우,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=373220&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644354
2025-10-30,한온시스템,018880, 3Q25 Review 단기 수익성 개선에 대한 지속성 증명 여부 중요 3Q25 Review 단기 수익성 개선에 대한 지속성 증명 여부 중요 3Q 영업이익 어닝 서프라이즈 순이익 6개 분기 만에 흑자 전환 매출 성장보다는 단기 수익성 개선에 집중 ,"4,400",3535,24.47,Hold,김성래,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=018880&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644342
2025-10-30,테스,095610, 짙어진 DRAM 색채 짙어진 DRAM 색채 짙어진 DRAM 색채 ,"62,000",38200,62.3,매수,이동주,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=095610&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644336
2025-10-30,삼성전기,009150, 국내 1위 MLCC 기판 기업 AI 핵심 부품주 국내 1위 MLCC 기판 기업 AI 핵심 부품주 국내 1위 MLCC 기판 기업 AI 핵심 부품주 ,"305,000",217500,40.23,매수,박형우,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=009150&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644334
2025-10-30,LS에코에너지,229640, 신사업 일정 진행상황 주시 진척상황 따라 가치 상향 가능 신사업 일정 진행상황 주시 진척상황 따라 가치 상향 가능 신사업 일정 진행상황 주시 진척상황 따라 가치 상향 가능 ,"57,000",34750,64.03,Buy,성종화,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=229640&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644330
2025-10-30,SK하이닉스,000660, 강력한 자신감 표출 강력한 자신감 표출 강력한 자신감 표출 ,"680,000",521000,30.52,Buy,송명섭,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000660&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644329
2025-10-30,삼성전기,009150, MLCC 업황 지속성 풀가동 절제된 자본지출 제한된 신규 진입 MLCC 업황 지속성 풀가동 절제된 자본지출 제한된 신규 진입 MLCC 업황 지속성 풀가동 절제된 자본지출 제한된 신규 진입 ,"280,000",217500,28.74,Buy,고의영,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=009150&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644328
2025-10-29,두산,000150, 상단 확장 국면 진입 상단 확장 국면 진입 적정주가 100만원으로 상향 높아지는 4분기 최대 실적 달성 가시성 ,"1,000,000",855000,16.96,Buy,양승수,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000150&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644319
2025-10-29,POSCO홀딩스,005490, E C 불확실성 해소 국면 2026년 철강 업황 개선에 주목 E C 불확실성 해소 국면 2026년 철강 업황 개선에 주목 3Q25 Review 철강과 이차전지소재가 견인한 컨센서스 상회 4Q25 Preview 숨 고르기 진입 2026년 실적 개선에 주목 ,"380,000",310500,22.38,Buy,장재혁,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005490&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644317
2025-10-29,삼성물산,028260, 어느 것 하나 놓칠 수 없지 어느 것 하나 놓칠 수 없지 3Q25 Review 영업이익 시장 기대치 25 상회 어느 것 하나 놓칠 수 없다 실적 주주환원 모멘텀 ,"270,000",216000,25.0,Buy,송유림,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=028260&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644315
2025-10-29,삼성SDI,006400, ESS 기대감이 반영되는 시기 ESS 기대감이 반영되는 시기 3분기 보상금 지연과 수요 부진으로 컨센서스 하회 4분기 이연된 보상금 효과로 적자 폭 개선 ,"360,000",288500,24.78,Buy,이용욱,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=006400&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644314
2025-10-29,비에이치아이,083650, 가스터빈수요가늘어나면주목받을기업 가스터빈수요가늘어나면주목받을기업 가스터빈수요가늘어나면주목받을기업 ,0,42900,,NotRated,나민식,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=083650&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644309
2025-10-29,SNT에너지,100840, 천연가스의귀환 에어쿨러와HRSG로답하다 천연가스의귀환 에어쿨러와HRSG로답하다 천연가스의귀환 에어쿨러와HRSG로답하다 ,0,38050,,NotRated,나민식,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=100840&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644308
2025-10-29,두산에너빌리티,034020, 원전 가스터빈투트랙성장기대 원전 가스터빈투트랙성장기대 원전 가스터빈투트랙성장기대 ,0,73100,,NotRated,나민식,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=034020&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644306
2025-10-29,현대건설,000720, 실적불확실성으로낮아진주가와 높아질원전기대감 실적불확실성으로낮아진주가와 높아질원전기대감 실적불확실성으로낮아진주가와 높아질원전기대감 ,0,59300,,NotRated,나민식,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644305
2025-10-29,한전기술,052690, 순수원전기업 순수원전기업 순수원전기업 ,0,88900,,NotRated,나민식,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=052690&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644304
2025-10-29,롯데관광개발,032350, 고점은아직멀었습니다 고점은아직멀었습니다 고점은아직멀었습니다 ,"25,000",21950,13.9,매수,나승두,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=032350&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644296
2025-10-29,삼성SDI,006400, 부진한 숫자들 속 의미 있는 흐름 부진한 숫자들 속 의미 있는 흐름 부진한 숫자들 속 의미 있는 흐름 ,"400,000",288500,38.65,매수,박형우,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=006400&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644292
2025-10-29,삼양식품,003230, 우호적인 영업환경 지속 우호적인 영업환경 지속 우호적인 영업환경 지속 ,"1,750,000",1380000,26.81,Buy,박성호,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=003230&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644287
2025-10-29,HDC현대산업개발,294870, 펀더멘탈 이상 무 펀더멘탈 이상 무 펀더멘탈 이상 무 ,"27,000",20300,33.0,Buy,김세련,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=294870&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644286
2025-10-29,삼성SDI,006400, 단기 실적보다는 중장기 ESS 기회 요인에 주목 단기 실적보다는 중장기 ESS 기회 요인에 주목 단기 실적보다는 중장기 ESS 기회 요인에 주목 ,"400,000",288500,38.65,Buy,정원석,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=006400&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644282
2025-10-29,HDC현대산업개발,294870, 이익 증가 가시성은 높지만 업황의 그늘 이익 증가 가시성은 높지만 업황의 그늘 이익 증가 가시성은 높지만 업황의 그늘 ,"28,000",20300,37.93,Buy,배세호,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=294870&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644281
2025-10-27,이수페타시스,007660, 구체화되는 TPU 밸류체인의 매력 ft TPU as a service 구체화되는 TPU 밸류체인의 매력 ft TPU as a service 3Q25E 영업이익 538억원 107 4 YoY 전망 구체화되는 TPU 밸류체인의 매력 ft TPU as service ,"105,000",122100,-14.0,Buy,양승수,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=007660&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644267
2025-10-28,POSCO홀딩스,005490, 악재가 다 반영된 주가 악재가 다 반영된 주가 악재가 다 반영된 주가 ,"390,000",310500,25.6,Buy,"김윤상,공도연",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005490&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644251
2025-10-28,JYP Ent.,035900, JYP Ent 아침은 온다 JYP Ent 아침은 온다 아침은 온다 ,"100,000",66300,50.83,Buy,황지원,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035900&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644250
2025-10-27,비에이치아이,083650, 수주확대로 실적개선 가속화 및 원전 낙수효과 가시화 수주확대로 실적개선 가속화 및 원전 낙수효과 가시화 수주확대로 실적개선 가속화 및 원전 낙수효과 가시화 ,0,42900,,nr,"이상헌,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=083650&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644240
2025-10-24,HD현대일렉트릭,267260, 트럼프도 막지 못한 변압기 트럼프도 막지 못한 변압기 트럼프도 막지 못한 변압기 ,"1,000,000",751000,33.16,매수,나민식,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=267260&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644235
2025-10-24,삼성중공업,010140, 컨센서스 소폭 상회 4분기는 더 좋다 컨센서스 소폭 상회 4분기는 더 좋다 컨센서스 소폭 상회 4분기는 더 좋다 ,"32,000",25350,26.23,매수,한승한,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010140&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644233
2025-10-24,삼성중공업,010140, 3Q25 Review 송구영신 3Q25 Review 송구영신 3Q25 Review 송구영신 ,"29,000",25350,14.4,Buy,이재혁,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010140&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644231
2025-10-24,신세계,004170, 3Q25 Preview 면세는 최악 통과 국면 3Q25 Preview 면세는 최악 통과 국면 3Q25 Preview 면세는 최악 통과 국면 ,"240,000",228000,5.26,Buy,오린아,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=004170&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644229
2025-10-24,HD현대일렉트릭,267260, 북미시장 대호조 지속 유럽시장 대약진 주목 북미시장 대호조 지속 유럽시장 대약진 주목 북미시장 대호조 지속 유럽시장 대약진 주목 ,"970,000",751000,29.16,Buy,성종화,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=267260&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644227
2025-10-24,삼성중공업,010140, 3Q25 항상 기대를 살짝 넘는 편안한 실적 3Q25 항상 기대를 살짝 넘는 편안한 실적 3Q25 항상 기대를 살짝 넘는 편안한 실적 ,"30,000",25350,18.34,Buy,변용진,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010140&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644226
2025-10-23,두산,000150, 3Q25 Preview 일류 3Q25 Preview 일류 3Q25 Preview 일류 ,"1,000,000",855000,16.96,Buy,이주형,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000150&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644223
2025-10-23,LS ELECTRIC,010120, 26년이 기대되는 4가지 이유 26년이 기대되는 4가지 이유 26년이 기대되는 4가지 이유 ,"420,000",441000,-4.76,매수,나민식,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010120&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644217
2025-10-23,LS ELECTRIC,010120, 배전 호황 강도 강화 초고압변압기 대규모 증설 배전 호황 강도 강화 초고압변압기 대규모 증설 배전 호황 강도 강화 초고압변압기 대규모 증설 ,"430,000",441000,-2.49,Buy,성종화,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010120&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644215
2025-10-23,SK하이닉스,000660, 3Q25 Preview Cycle 실적 반영은 4Q25부터 3Q25 Preview Cycle 실적 반영은 4Q25부터 3Q25 Preview Cycle 실적 반영은 4Q25부터 ,"610,000",521000,17.08,Buy,차용호,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000660&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644213
2025-10-22,한화에어로스페이스,012450, 점점 늘어나는 사거리 점점 늘어나는 사거리 3Q25 Preview 영업이익 컨센서스 부합 전망 수주 모멘텀 확대 구간 사우디 미국 서유럽까지 ,"1,300,000",869000,49.6,Buy,이지호,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012450&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644211
2025-10-22,카카오,035720, 하나의 문제 해결 남은 문제 하나 하나의 문제 해결 남은 문제 하나 3Q25 Preview 탑라인은 2분기와 유사 비용은 소폭 증가 하나의 문제 해결 남은 문제 하나가 강한 주가 흐름 재현 여부를 결정 ,"74,000",58700,26.06,Buy,이효진,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644210
2025-10-21,현대건설,000720, 딱 실적 추정치 만큼 내려온 주가 딱 실적 추정치 만큼 내려온 주가 3Q25 Preview 영업이익 시장 기대치 44 하회 예상 ,"92,000",59300,55.14,Buy,송유림,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644201
2025-10-21,한화시스템,272210, 지상방산과 해양방산 모멘텀을 모두 흡수 지상방산과 해양방산 모멘텀을 모두 흡수 3Q25 Preview 영업이익 시장 기대치 하회 추정 방산 체계 업체들의 수출 확대 직수혜 ,"74,000",48600,52.26,Buy,배성조,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=272210&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644200
2025-10-21,삼양식품,003230, 숨 고르기 숨 고르기 기대치를 하회할 3분기 앞선 기대에 대한 속도 조절 필요 ,"1,800,000",1380000,30.43,Buy,한유정,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=003230&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644199
2025-10-21,HDC현대산업개발,294870, 가장 높고도 가파를 OPM 개선 가장 높고도 가파를 OPM 개선 3Q25 Preview 영업이익 시장 기대치 하회 예상 비우호적 환경 속 양질의 주택 착공 지속 투자의견 Buy 목표주가 36 000원 유지 ,"36,000",20300,77.34,Buy,송유림,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=294870&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644196
2025-10-22,한화에어로스페이스,012450, 3Q25 Preview 다변화되는 제품 포트폴리오 3Q25 Preview 다변화되는 제품 포트폴리오 3Q25 Preview 다변화되는 제품 포트폴리오 ,"1,250,000",869000,43.84,Buy,최정환,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012450&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644191
2025-10-21,원익IPS,240810, 다시금 주도주의 시간 다시금 주도주의 시간 다시금 주도주의 시간 ,"70,000",56700,23.46,매수,이동주,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=240810&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644188
2025-10-21,F&F,383220, F F 국내 부진 중국 성장 F F 국내 부진 중국 성장 국내 부진 중국 성장 ,"85,000",76200,11.55,매수,형권훈,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=383220&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644185
2025-10-21,한화시스템,272210, 3Q25 Preview 미래를 위한 투자가 지속되는 구간 3Q25 Preview 미래를 위한 투자가 지속되는 구간 3Q25 Preview 미래를 위한 투자가 지속되는 구간 ,"64,000",48600,31.69,Buy,최정환,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=272210&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644180
2025-10-21,하이브,352820, 숫자로 증명할 2026년 숫자로 증명할 2026년 숫자로 증명할 2026년 ,"370,000",292000,26.71,Buy,황지원,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=352820&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644179
2025-10-21,CJ제일제당,097950, 3Q25 Preview 3Q25 Preview 3Q25 Preview ,"320,000",218000,46.79,Buy,이경신,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=097950&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644177
2025-10-20,한전기술,052690, 원전수주 원자력 협정 미국시장 수혜 가시화 원전수주 원자력 협정 미국시장 수혜 가시화 원전수주 원자력 협정 미국시장 수혜 가시화 ,0,88900,,nr,"이상헌,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=052690&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644175
2025-10-20,현대건설,000720, 혼조의 실적으로 주가 하락 결국 인정받을 가치 혼조의 실적으로 주가 하락 결국 인정받을 가치 혼조의 실적으로 주가 하락 결국 인정받을 가치 ,"90,000",59300,51.77,Buy,배세호,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644170
2025-10-20,한화에어로스페이스,012450, 전차빼고다하는지상무기의산실 전차빼고다하는지상무기의산실 전차빼고다하는지상무기의산실 ,"1,360,000",869000,56.5,Buy,변용진,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012450&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644169
2025-10-20,쎄트렉아이,099320, 3Q25 Preview 높아진 눈높이는 실적으로 채워나갈 것 3Q25 Preview 높아진 눈높이는 실적으로 채워나갈 것 3Q25 Preview 높아진 눈높이는 실적으로 채워나갈 것 ,"67,000",55500,20.72,Hold,최정환,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=099320&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644167
2025-10-20,LG전자,066570, 인도에서도 가전은 역시 LG 인도에서도 가전은 역시 LG 인도에서도 가전은 역시 LG ,0,86400,,N/A,이주형,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=066570&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644163
2025-10-17,넷마블,251270, 무난한 실적 다가올 기회 무난한 실적 다가올 기회 무난한 실적 다가올 기회 ,"79,000",51900,52.22,매수,남효지,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=251270&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644149
2025-10-17,SK하이닉스,000660, 적어도 1H26까지는 업황 강세 예상 적어도 1H26까지는 업황 강세 예상 적어도 1H26까지는 업황 강세 예상 ,"530,000",521000,1.73,N/A,송명섭,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000660&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644142
