작성일,종목명,종목코드,제목,적정가격,현재가격,기대수익률,평가의견,작성자,작성기관,기업정보,첨부파일
2025-11-10,카카오,035720, 톡 개편 AI New Normal의 시작 톡 개편 AI New Normal의 시작 톡 개편 AI New Normal의 시작 ,"87,000",58700,48.21,매수,남효지,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644614
2025-11-10,LG전자,066570, 이제는 AI 주식 이어야 한다 이제는 AI 주식 이어야 한다 이제는 AI 주식 이어야 한다 ,"115,000",86400,33.1,매수,박형우,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=066570&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644611
2025-11-10,한국타이어앤테크놀로지,161390, 판가 관세 판가 관세 판가 관세 ,"62,000",57900,7.08,Buy,이병근,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=161390&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644604
2025-11-10,한전기술,052690, 3Q25 Surprise 중장기 글로벌 원전 확대 방향성 3Q25 Surprise 중장기 글로벌 원전 확대 방향성 3Q25 Surprise 중장기 글로벌 원전 확대 방향성 ,"130,000",88900,46.23,Buy,성종화,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=052690&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644603
2025-11-10,신세계,004170, 3Q25 Review 개선 국면 돌입 3Q25 Review 개선 국면 돌입 3Q25 Review 개선 국면 돌입 ,"240,000",228000,5.26,Buy,오린아,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=004170&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644602
2025-11-07,에이피알,278470, 남다른 체급 남다른 체급 남다른 체급 ,"320,000",238000,34.45,매수,형권훈,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=278470&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644601
2025-11-07,아모레퍼시픽,090430, 코스알엑스만 턴어라운드 한다면 코스알엑스만 턴어라운드 한다면 코스알엑스만 턴어라운드 한다면 ,"150,000",134400,11.61,매수,형권훈,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=090430&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644600
2025-11-07,넷마블,251270, 괜한 실적 걱정이었다 괜한 실적 걱정이었다 괜한 실적 걱정이었다 ,"79,000",51900,52.22,매수,남효지,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=251270&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644598
2025-11-07,KT&G,033780, KT G 기대 이상의 담배 사업 실적 KT G 기대 이상의 담배 사업 실적 기대 이상의 담배 사업 실적 ,"185,000",145600,27.06,Buy,박성호,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=033780&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644596
2025-11-07,롯데칠성,005300, 국내 사업 이익 개선 국내 사업 이익 개선 국내 사업 이익 개선 ,"160,000",124600,28.41,Buy,박성호,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005300&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644595
2025-11-07,DL이앤씨,375500, 흔들리는 돌다리 흔들리는 돌다리 흔들리는 돌다리 ,"45,000",39200,14.8,Hold,김세련,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=375500&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644594
2025-11-07,GS건설,006360, NDR 후기 안정적 펀더멘탈 재확인 NDR 후기 안정적 펀더멘탈 재확인 NDR 후기 안정적 펀더멘탈 재확인 ,"27,000",18800,43.62,Buy,김세련,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=006360&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644593
2025-11-07,LIG넥스원,079550, 3Q25 Review 호실적 시현했으나 4분기가 고비 3Q25 Review 호실적 시현했으나 4분기가 고비 3Q25 Review 호실적 시현했으나 4분기가 고비 ,"560,000",402000,39.3,Buy,최정환,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=079550&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644591
2025-11-07,에이피알,278470, 더 높아진 이익 성장의 가시성 더 높아진 이익 성장의 가시성 더 높아진 이익 성장의 가시성 ,"320,000",238000,34.45,Buy,조은애,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=278470&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644589
2025-11-07,아모레퍼시픽,090430, 3Q25 Review 민첩성 탑재 완료 3Q25 Review 민첩성 탑재 완료 3Q25 Review 민첩성 탑재 완료 ,"150,000",134400,11.61,Buy,오린아,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=090430&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644587
2025-11-07,LIG넥스원,079550, 3Q25 좋은데 단기 모멘텀은 다소 부재 3Q25 좋은데 단기 모멘텀은 다소 부재 3Q25 좋은데 단기 모멘텀은 다소 부재 ,"535,000",402000,33.08,Hold,변용진,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=079550&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644586
2025-11-07,넷마블,251270, 실적도 좋고 신작도 좋고 실적도 좋고 신작도 좋고 실적도 좋고 신작도 좋고 ,"70,000",51900,34.87,Buy,정의훈,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=251270&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644575
2025-11-07,CJ ENM,035760, 천천히 바닥을 다지는 중 천천히 바닥을 다지는 중 천천히 바닥을 다지는 중 ,"90,000",64500,39.53,Buy,이현지,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035760&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644573
2025-11-07,롯데칠성,005300, 가볍게 맞이할 새해 가볍게 맞이할 새해 기대치를 상회한 3분기 기대치를 하회할 4분기 ,"160,000",124600,28.41,Buy,한유정,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005300&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644568
2025-11-07,LIG넥스원,079550, 3Q25 Review 담보된 성장을 차근차근 실현해 나가는 중 3Q25 Review 담보된 성장을 차근차근 실현해 나가는 중 3Q25 Review 영업이익 시장 기대치 상회 담보된 성장을 차근차근 실현해 나가는 중 ,"740,000",402000,84.08,Buy,배성조,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=079550&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644567
2025-11-07,CJ ENM,035760, 콘텐츠 화제성에 비해 아쉬운 실적 콘텐츠 화제성에 비해 아쉬운 실적 3Q25 실적은 시장 기대치 큰 폭 하회 성숙기를 넘어선 OTT 시장 내 티빙의 전략 구체화 필요 ,"72,000",64500,11.63,Buy,김소혜,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035760&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644565
2025-11-07,KT&G,033780, KT G 눈높이 상향으로 보는 자신감 KT G 눈높이 상향으로 보는 자신감 눈높이 상향으로 보는 자신감 ,"175,000",145600,20.19,Buy,이경신,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=033780&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644563
2025-11-07,롯데칠성,005300, 제한적인 성수기 효과의 아쉬움 해외로 일부 상쇄 제한적인 성수기 효과의 아쉬움 해외로 일부 상쇄 제한적인 성수기 효과의 아쉬움 해외로 일부 상쇄 ,"150,000",124600,20.39,Buy,이경신,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005300&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644561
2025-11-06,두산에너빌리티,034020, 목 말랐던 목표주가 상향 근거 발생 목 말랐던 목표주가 상향 근거 발생 목 말랐던 목표주가 상향 근거 발생 ,"110,000",73100,50.48,Buy,허민호,대신증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=034020&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644560
2025-11-06,유한양행,000100, 레이저티닙 모멘텀 유효 차세대 성장축은 비만 MASH 레이저티닙 모멘텀 유효 차세대 성장축은 비만 MASH 레이저티닙 모멘텀 유효 차세대 성장축은 비만 MASH ,"180,000",116700,54.24,Buy,이희영,대신증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000100&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644559
2025-11-06,한국항공우주,047810, 곧 성장 궤도에 들어설 것 곧 성장 궤도에 들어설 것 곧 성장 궤도에 들어설 것 ,"120,000",106600,12.57,Buy,이태환,대신증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=047810&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644558
2025-11-06,NAVER,035420, 본업 건강하고 그림도 예쁘다 본업 건강하고 그림도 예쁘다 본업 건강하고 그림도 예쁘다 ,"410,000",262500,56.19,Buy,이효진,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035420&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644556
2025-11-06,두산에너빌리티,034020, 3Q25 Review 시작된 증설 3Q25 Review 시작된 증설 3Q25 Review 시작된 증설 ,"102,000",73100,39.53,Buy,문경원,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=034020&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644555
2025-11-06,한화솔루션,009830, 2026년 글로벌 태양광 시장 흐림 2026년 글로벌 태양광 시장 흐림 2026년 글로벌 태양광 시장 흐림 ,"30,000",26700,12.36,Buy,"황규원,서석준",유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=009830&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644542
2025-11-06,NAVER,035420, AI를 통한 성장성 제고 AI를 통한 성장성 제고 AI를 통한 성장성 제고 ,"360,000",262500,37.14,Buy,이창영,유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035420&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644539
2025-11-06,산일전기,062040, 쇼크처럼 보이지만 서프입니다 쇼크처럼 보이지만 서프입니다 쇼크처럼 보이지만 서프입니다 ,"200,000",132300,51.17,Buy,"손현정,김고은",유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=062040&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644537
2025-11-06,한국항공우주,047810, 3Q25 Review 예정된 부진 예고된 성장 3Q25 Review 예정된 부진 예고된 성장 3Q25 Review 예정된 부진 예고된 성장 ,"135,000",106600,26.64,Buy,백종민,유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=047810&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644536
2025-11-06,에스엠,041510, 또다시 변화가 필요한 시점 또다시 변화가 필요한 시점 또다시 변화가 필요한 시점 ,"150,000",102000,47.06,Buy,박수영,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=041510&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644528
2025-11-06,에스엠,041510, 또다시 변화가 필요한 시점 또다시 변화가 필요한 시점 또다시 변화가 필요한 시점 ,"150,000",102000,47.06,Buy,박수영,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=041510&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644527
2025-11-06,한화솔루션,009830, 또다시 실망스러운 가이던스 또다시 실망스러운 가이던스 또다시 실망스러운 가이던스 ,"33,000",26700,23.6,Buy,이용욱,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=009830&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644526
2025-11-06,NAVER,035420, 네이버에 AI가 스며들면 생기는 일 네이버에 AI가 스며들면 생기는 일 네이버에 AI가 스며들면 생기는 일 ,"360,000",262500,37.14,매수,남효지,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035420&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644521
2025-11-06,산일전기,062040, 3Q25 Shock No Surprise 3Q25 Shock No Surprise 3Q25 Shock No Surprise ,"215,000",132300,62.51,Buy,성종화,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=062040&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644515
2025-11-06,유한양행,000100, 3Q25 Review 레이저티닙 성장 본격화 기대 3Q25 Review 레이저티닙 성장 본격화 기대 3Q25 Review 레이저티닙 성장 본격화 기대 ,"160,000",116700,37.1,Buy,신지훈,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000100&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644514
2025-11-06,에스엠,041510, 콘서트 매출이 성장 견인 콘서트 매출이 성장 견인 콘서트 매출이 성장 견인 ,"150,000",102000,47.06,Buy,박성호,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=041510&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644513
2025-11-06,현대건설,000720, NDR 후기 중장기 성장 포텐셜에 주목 NDR 후기 중장기 성장 포텐셜에 주목 NDR 후기 중장기 성장 포텐셜에 주목 ,"94,000",59300,58.52,Buy,김세련,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644510
2025-11-06,유한양행,000100, 숨고른 실적 달려나가는 R D 숨고른 실적 달려나가는 R D 숨고른 실적 달려나가는 R D ,"150,000",116700,28.53,Buy,정재원,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000100&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644509
2025-11-06,에스엠,041510, 실적은 좋은데 실적은 좋은데 실적은 좋은데 ,"178,000",102000,74.51,Buy,황지원,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=041510&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644508
2025-11-06,한화솔루션,009830, 25년에 이어 26년도 눈높이 하향 조정 필요 25년에 이어 26년도 눈높이 하향 조정 필요 25년에 이어 26년도 눈높이 하향 조정 필요 ,"32,000",26700,19.85,Hold,"전유진,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=009830&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644506
2025-11-05,디어유,376300, 속도의 문제 속도의 문제 3Q25 Review 영업이익 기대치 소폭 하회 점진적 우상향 방향은 맞고 단지 속도의 문제 ,"50,000",31950,56.49,Buy,박수영,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=376300&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644504
2025-11-05,크래프톤,259960, 예상대로 좋았던 PC 아쉬운 모바일 예상대로 좋았던 PC 아쉬운 모바일 3Q25 Review PC 좋았지만 모바일 하회 주가의 반전 위해서는 ,"510,000",253000,101.58,Buy,이효진,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=259960&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644501
2025-11-05,셀트리온,068270, 오픈 이노베이션을 통한 신약 개발 의지 확인 오픈 이노베이션을 통한 신약 개발 의지 확인 3Q25 Review FDA의 바이오시밀러 개발 절차 간소화 가이드라인 발표 ,"250,000",187400,33.4,Buy,김준영,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=068270&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644497
2025-11-05,크래프톤,259960, 신작 출시 전까진 PUBG 트래픽 매출이 관건 신작 출시 전까진 PUBG 트래픽 매출이 관건 신작 출시 전까진 PUBG 트래픽 매출이 관건 ,"380,000",253000,50.2,매수,남효지,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=259960&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644493
2025-11-05,한화에어로스페이스,012450, 3Q25 Review 유도탄이 쏘아올린 서프라이즈 3Q25 Review 유도탄이 쏘아올린 서프라이즈 3Q25 Review 유도탄이 쏘아올린 서프라이즈 ,"1,250,000",869000,43.84,Buy,최정환,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012450&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644491
2025-11-05,셀트리온,068270, 3Q25 Review 수익성 개선 흐름 지속 3Q25 Review 수익성 개선 흐름 지속 3Q25 Review 수익성 개선 흐름 지속 ,"230,000",187400,22.73,Buy,신지훈,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=068270&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644486
2025-11-05,GS건설,006360, 플랜트 신사업이 이끈 호실적 플랜트 신사업이 이끈 호실적 플랜트 신사업이 이끈 호실적 ,"27,000",18800,43.62,Buy,김세련,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=006360&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644485
2025-11-05,대덕전자,353200, AI 메모리 수혜 가시화 AI 메모리 수혜 가시화 AI 메모리 수혜 가시화 ,"50,000",47350,5.6,Buy,고의영,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=353200&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644482
2025-11-05,GS건설,006360, 수익성은 안정 추세 외형 반등 위한 수주 필요 수익성은 안정 추세 외형 반등 위한 수주 필요 수익성은 안정 추세 외형 반등 위한 수주 필요 ,"24,000",18800,27.66,Buy,배세호,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=006360&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644481
2025-11-05,디어유,376300, 속도보다 방향 속도보다 방향 속도보다 방향 ,"53,000",31950,65.88,Buy,황지원,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=376300&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644480
2025-11-04,GS건설,006360, 3Q25 Review 새로워진 마진을 눈으로 확인 3Q25 Review 새로워진 마진을 눈으로 확인 3Q25 Review 새로워진 마진을 눈으로 확인 ,"26,000",18800,38.3,Buy,문경원,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=006360&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644478
2025-11-04,현대로템,064350, 전 세계로 뻗어나가는 K2 전 세계로 뻗어나가는 K2 전 세계로 뻗어나가는 K2 ,"280,000",182800,53.17,Buy,이태환,대신증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=064350&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644472
2025-11-04,팬오션,028670, 운영선대 축소로 실적 예상 하회 운영선대 축소로 실적 예상 하회 운영선대 축소로 실적 예상 하회 ,"5,500",3750,46.67,Buy,양지환,대신증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=028670&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644470
2025-11-04,HD현대,267250, 분기 사상 최대 실적 시현 분기 사상 최대 실적 시현 분기 사상 최대 실적 시현 ,"260,000",203500,27.76,Buy,양지환,대신증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=267250&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644469
2025-11-04,현대차,005380, 미국 전기차 시장 급랭과 기아의 판매 선방 미국 전기차 시장 급랭과 기아의 판매 선방 미국 전기차 시장 급랭과 기아의 판매 선방 ,0,259500,,투자의견없음,윤혁진,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005380&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644467
2025-11-04,S-Oil,010950, S Oil 등 경유 크랙 급등 정제마진 회복세 본격화 S Oil 등 경유 크랙 급등 정제마진 회복세 본격화 등 경유 크랙 급등 정제마진 회복세 본격화 ,"92,000",89700,2.56,매수,이동욱,IBK투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010950&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644459
2025-11-04,SK가스,018670, 발전사업부문 영업이익률 30 상회 발전사업부문 영업이익률 30 상회 발전사업부문 영업이익률 30 상회 ,"340,000",258000,31.78,매수,이동욱,IBK투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=018670&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644458
2025-11-04,SK가스,018670, LNG 밸류체인에서 종횡적 확장이 가장 기대되는 업체 LNG 밸류체인에서 종횡적 확장이 가장 기대되는 업체 LNG 밸류체인에서 종횡적 확장이 가장 기대되는 업체 ,"340,000",258000,31.78,Buy,"전유진,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=018670&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644450
2025-11-04,현대로템,064350, 3Q25 폴란드는 주춧돌일 뿐 3Q25 폴란드는 주춧돌일 뿐 3Q25 폴란드는 주춧돌일 뿐 ,"340,000",182800,86.0,Buy,변용진,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=064350&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644449
2025-11-04,한화에어로스페이스,012450, 3Q25 서프라이즈는 계속 편히 가져가자 3Q25 서프라이즈는 계속 편히 가져가자 3Q25 서프라이즈는 계속 편히 가져가자 ,"1,380,000",869000,58.8,Buy,변용진,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012450&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644448
2025-11-04,S-Oil,010950, S Oil 정제마진 강세 vs 유가 약세 사이의 고민 S Oil 정제마진 강세 vs 유가 약세 사이의 고민 정제마진 강세 vs 유가 약세 사이의 고민 ,"90,000",89700,0.33,Buy,"전유진,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010950&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644447
2025-11-04,HD현대,267250, 3분기 정유까지 흑자전환 사상최대 실적 3분기 정유까지 흑자전환 사상최대 실적 3분기 정유까지 흑자전환 사상최대 실적 ,"309,000",203500,51.84,Buy,정경희,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=267250&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644446
2025-11-04,현대로템,064350, 3Q25 Review 폴란드 1차에 곁들여진 2차 매출 3Q25 Review 폴란드 1차에 곁들여진 2차 매출 3Q25 Review 폴란드 1차에 곁들여진 2차 매출 ,"290,000",182800,58.64,Buy,최정환,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=064350&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644443
2025-11-04,팬오션,028670, 3Q25 Review 효자가 되어가는 LNG 3Q25 Review 효자가 되어가는 LNG 3Q25 Review 효자가 되어가는 LNG ,"5,000",3750,33.33,Buy,이재혁,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=028670&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644442
2025-11-04,한화에어로스페이스,012450, 높아진 기저에도 선방한 실적 높아진 기저에도 선방한 실적 높아진 기저에도 선방한 실적 ,"1,280,000",869000,47.3,Buy,양승윤,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012450&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644439
2025-11-04,S-Oil,010950, S Oil 호황을 반영하지 못하고 있는 주가 S Oil 호황을 반영하지 못하고 있는 주가 호황을 반영하지 못하고 있는 주가 ,"90,000",89700,0.33,Buy,황성현,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010950&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644438
2025-11-04,현대로템,064350, 더해지는 자신감 더해지는 자신감 더해지는 자신감 ,"30,000",182800,-83.59,Buy,양승윤,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=064350&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644435
2025-11-03,현대건설,000720, 내려간 실적 기대감만큼 올라간 원전 기대감 내려간 실적 기대감만큼 올라간 원전 기대감 내려간 실적 기대감만큼 올라간 원전 기대감 ,"90,000",59300,51.77,Buy,배세호,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644433
2025-11-03,한화시스템,272210, 3Q25 필리 조선소와 단독수출의 밝은 미래 3Q25 필리 조선소와 단독수출의 밝은 미래 3Q25 필리 조선소와 단독수출의 밝은 미래 ,"76,000",48600,56.38,Buy,변용진,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=272210&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644430
2025-11-03,LG전자,066570, 가장 큰 고비를 넘긴 듯 가장 큰 고비를 넘긴 듯 가장 큰 고비를 넘긴 듯 ,"110,000",86400,27.31,Buy,고의영,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=066570&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644428
2025-11-03,삼성물산,028260, 원전 바이오 지배구조로 밸류 성장성 가속화 원전 바이오 지배구조로 밸류 성장성 가속화 원전 바이오 지배구조로 밸류 성장성 가속화 ,"285,000",216000,31.94,Buy,"이상헌,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=028260&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644424
2025-11-03,LG화학,051910, 26년 실적 개선과 LGES 지분 추가 활용에 주목 26년 실적 개선과 LGES 지분 추가 활용에 주목 26년 실적 개선과 LGES 지분 추가 활용에 주목 ,"500,000",367000,36.24,Buy,"전유진,장호",iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=051910&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644422
2025-11-03,기아,000270, 3Q25 Review 관세 15 와 신차 확대로 26년 실적 우상향 3Q25 Review 관세 15 와 신차 확대로 26년 실적 우상향 매출액은 추정치 부합 영업이익과 순이익은 큰 폭 하회 관세 15 와 신차 기반 물량 확대로 26년부터 실적 우상향 기대 ,"135,000",114000,18.42,Buy,김성래,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000270&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644419
2025-11-03,LG화학,051910, 어려운 영업환경에도 LGES 지분 활용 기대감 어려운 영업환경에도 LGES 지분 활용 기대감 3분기 생명과학 화학 부문의 호실적 부진한 양극재 4분기 어려운 영업환경 지속 목표주가 47만 원으로 상향 투자의견 BUY 유지 ,"470,000",367000,28.07,Buy,이용욱,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=051910&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644415
2025-11-03,LS,006260, 실적 저점 통과 배당수익률 5 4 실적 저점 통과 배당수익률 5 4 실적 저점 통과 배당수익률 5 4 ,"150,000",182200,-17.67,Buy,이병근,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=006260&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644411
